Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Year,Month_Number,Month,Year_Month,Profit_Margin_Percent
ORD-01269,2023-10-28,CUST-0541,Consumer,Manitoba,Office Supplies,Pens,2,6.19,0.0,12.38,9.01,3.37,2023,10,Oct,2023-10,27.221324717285945
ORD-01270,2024-05-26,CUST-0649,Consumer,British Columbia,Furniture,Bookshelf,3,512.23,0.0,1536.69,1053.47,483.22,2024,5,May,2024-05,31.44550950419408
ORD-01271,2023-08-21,CUST-0305,Small Business,Manitoba,Electronics,Keyboard,3,1734.26,0.05,4942.64,3855.74,1086.9,2023,8,Aug,2023-08,21.990272405030513
ORD-01272,2024-05-06,CUST-0275,Consumer,Alberta,Electronics,Keyboard,5,1616.08,0.0,8080.4,6235.56,1844.84,2024,5,May,2024-05,22.83104796792238
ORD-01273,2025-11-02,CUST-0239,Consumer,Alberta,Clothing,Jeans,5,94.49,0.2,377.96,234.87,143.09,2025,11,Nov,2025-11,37.85850354534872
ORD-01274,2023-08-30,CUST-0958,Consumer,British Columbia,Office Supplies,Pens,3,39.5,0.1,106.65,82.18,24.47,2023,8,Aug,2023-08,22.944210032817626
ORD-01275,2024-07-17,CUST-0050,Corporate,Manitoba,Office Supplies,Folders,2,106.17,0.0,212.34,152.05,60.29,2024,7,Jul,2024-07,28.393143072431005
ORD-01276,2025-12-24,CUST-0881,Consumer,Alberta,Electronics,Headphones,5,1324.7,0.0,6623.5,4462.11,2161.39,2025,12,Dec,2025-12,32.632143126745675
ORD-01277,2024-08-21,CUST-0988,Consumer,Manitoba,Furniture,Desk,4,598.37,0.0,2393.48,1927.11,466.37,2024,8,Aug,2024-08,19.485017631231514
ORD-01278,2025-08-16,CUST-0911,Consumer,Ontario,Furniture,Desk,1,171.17,0.15,145.49,103.67,41.82,2025,8,Aug,2025-08,28.744243590624784
ORD-01279,2025-11-23,CUST-0610,Corporate,British Columbia,Office Supplies,Notebook,5,71.59,0.1,322.16,178.85,143.31,2025,11,Nov,2025-11,44.48410727588776
ORD-01280,2024-11-20,CUST-0668,Consumer,Quebec,Electronics,Keyboard,5,497.31,0.2,1989.24,1276.6,712.64,2024,11,Nov,2024-11,35.8247370855201
ORD-01281,2023-01-12,CUST-0528,Corporate,British Columbia,Electronics,Keyboard,2,747.22,0.15,1270.27,873.57,396.7,2023,1,Jan,2023-01,31.22958111267683
ORD-01282,2024-03-01,CUST-0705,Consumer,British Columbia,Clothing,Jeans,1,120.72,0.0,120.72,94.51,26.21,2024,3,Mar,2024-03,21.71139827700464
ORD-01283,2023-08-22,CUST-0990,Consumer,British Columbia,Office Supplies,Stapler,3,20.34,0.2,48.82,36.75,12.07,2023,8,Aug,2023-08,24.72347398607128
ORD-01284,2025-11-15,CUST-0241,Consumer,Quebec,Furniture,Bookshelf,1,669.66,0.1,602.69,372.8,229.9,2025,11,Nov,2025-11,38.14564701587881
ORD-01285,2025-02-18,CUST-0285,Consumer,Alberta,Office Supplies,Printer Paper,4,20.55,0.05,78.09,58.64,19.45,2025,2,Feb,2025-02,24.907158406966317
ORD-01286,2023-08-04,CUST-0001,Consumer,Ontario,Furniture,Bookshelf,2,692.17,0.0,1384.34,1032.26,352.08,2023,8,Aug,2023-08,25.43305835271682
ORD-01287,2025-11-12,CUST-0150,Consumer,Quebec,Clothing,T-Shirt,4,22.52,0.0,90.08,73.64,16.44,2025,11,Nov,2025-11,18.250444049733574
ORD-01288,2024-12-10,CUST-0169,Consumer,Manitoba,Office Supplies,Stapler,1,56.59,0.2,45.27,30.09,15.18,2024,12,Dec,2024-12,33.53214049039098
ORD-01289,2023-03-19,CUST-0230,Consumer,Ontario,Office Supplies,Notebook,4,63.19,0.0,252.76,193.03,59.73,2023,3,Mar,2023-03,23.631112517803448
ORD-01290,2023-03-26,CUST-0259,Consumer,British Columbia,Electronics,Keyboard,3,1668.59,0.1,4505.19,2831.66,1673.53,2023,3,Mar,2023-03,37.14671301321365
ORD-01291,2024-12-27,CUST-0925,Consumer,Ontario,Furniture,Desk,1,117.67,0.1,105.9,77.81,28.09,2024,12,Dec,2024-12,26.52502360717658
ORD-01292,2025-11-23,CUST-0389,Small Business,Ontario,Clothing,T-Shirt,5,96.42,0.0,482.1,280.4,201.7,2025,11,Nov,2025-11,41.83779298900643
ORD-01293,2025-04-21,CUST-0434,Corporate,Ontario,Furniture,Bookshelf,1,811.62,0.15,689.88,452.68,237.2,2025,4,Apr,2025-04,34.38279121006552
ORD-01294,2025-06-02,CUST-0735,Consumer,Ontario,Furniture,Cabinet,4,359.65,0.0,1438.6,1142.79,295.81,2025,6,Jun,2025-06,20.562352286945643
ORD-01295,2024-10-07,CUST-0522,Small Business,Quebec,Furniture,Cabinet,1,621.27,0.1,559.14,347.15,211.99,2024,10,Oct,2024-10,37.9135815716994
ORD-01296,2025-09-03,CUST-0877,Corporate,Manitoba,Clothing,Shoes,4,249.67,0.1,898.81,538.68,360.14,2025,9,Sep,2025-09,40.06853506302778
ORD-01297,2023-11-04,CUST-0995,Consumer,Manitoba,Clothing,Shoes,5,109.5,0.1,492.75,293.04,199.71,2023,11,Nov,2023-11,40.529680365296805
ORD-01298,2023-11-28,CUST-0138,Small Business,British Columbia,Clothing,T-Shirt,1,236.27,0.05,224.46,171.14,53.31,2023,11,Nov,2023-11,23.75033413525795
ORD-01299,2024-03-13,CUST-0303,Consumer,Quebec,Furniture,Lamp,3,312.1,0.0,936.3,644.93,291.37,2024,3,Mar,2024-03,31.119299369860087
ORD-01300,2025-10-07,CUST-0002,Consumer,Alberta,Clothing,Jacket,3,132.34,0.0,397.02,222.87,174.15,2025,10,Oct,2025-10,43.8642889526976
ORD-01301,2024-06-11,CUST-0813,Consumer,Quebec,Furniture,Cabinet,5,729.99,0.15,3102.46,2280.87,821.59,2024,6,Jun,2024-06,26.48188856584775
ORD-01302,2024-12-21,CUST-0817,Small Business,Alberta,Office Supplies,Printer Paper,3,91.99,0.15,234.57,164.2,70.38,2024,12,Dec,2024-12,30.00383680777593
ORD-01303,2023-01-24,CUST-0754,Corporate,Quebec,Electronics,Headphones,3,257.57,0.15,656.8,521.95,134.85,2023,1,Jan,2023-01,20.53136419001218
ORD-01304,2023-05-13,CUST-0208,Small Business,Quebec,Furniture,Desk,4,112.1,0.05,425.98,283.04,142.94,2023,5,May,2023-05,33.55556598901357
ORD-01305,2025-05-01,CUST-0629,Consumer,Manitoba,Clothing,Jacket,1,206.82,0.1,186.14,145.64,40.49,2025,5,May,2025-05,21.752444396690667
ORD-01306,2024-05-06,CUST-0897,Consumer,Manitoba,Furniture,Bookshelf,4,154.41,0.0,617.64,397.02,220.62,2024,5,May,2024-05,35.719836798134835
ORD-01307,2025-08-03,CUST-0953,Consumer,British Columbia,Clothing,Jacket,4,40.02,0.15,136.07,80.41,55.66,2025,8,Aug,2025-08,40.90541632983024
ORD-01308,2024-10-15,CUST-0052,Consumer,Alberta,Electronics,Monitor,5,1613.86,0.1,7262.37,5295.84,1966.53,2024,10,Oct,2024-10,27.078350455842926
ORD-01309,2023-01-30,CUST-0587,Consumer,Manitoba,Furniture,Lamp,1,867.25,0.15,737.16,556.49,180.67,2023,1,Jan,2023-01,24.50892614900429
ORD-01310,2024-08-20,CUST-0073,Consumer,Manitoba,Furniture,Office Chair,2,857.46,0.1,1543.43,1220.3,323.13,2024,8,Aug,2024-08,20.935837712108743
ORD-01311,2024-02-27,CUST-0086,Consumer,Quebec,Clothing,Shoes,5,74.97,0.15,318.62,206.4,112.22,2024,2,Feb,2024-02,35.22063900571214
ORD-01312,2025-08-30,CUST-0558,Consumer,Quebec,Office Supplies,Notebook,4,36.52,0.15,124.17,88.47,35.7,2025,8,Aug,2025-08,28.750906015945883
ORD-01313,2025-04-22,CUST-0248,Corporate,Manitoba,Furniture,Cabinet,2,432.52,0.0,865.04,493.9,371.14,2025,4,Apr,2025-04,42.90437436419125
ORD-01314,2023-04-28,CUST-0904,Consumer,British Columbia,Clothing,Jacket,5,163.43,0.15,694.58,405.03,289.55,2023,4,Apr,2023-04,41.68706268536382
ORD-01315,2023-11-26,CUST-0379,Consumer,Manitoba,Clothing,T-Shirt,2,43.04,0.05,81.78,45.34,36.43,2023,11,Nov,2023-11,44.54634384935192
ORD-01316,2024-01-08,CUST-0266,Corporate,Alberta,Electronics,Monitor,5,1380.12,0.1,6210.54,5009.28,1201.26,2024,1,Jan,2024-01,19.342279415316543
ORD-01317,2024-09-05,CUST-0794,Consumer,Alberta,Clothing,Sweater,2,225.12,0.15,382.7,291.27,91.44,2024,9,Sep,2024-09,23.893389077606482
ORD-01318,2023-05-25,CUST-0185,Consumer,Quebec,Clothing,Jeans,1,24.87,0.15,21.14,15.9,5.24,2023,5,May,2023-05,24.78713339640492
ORD-01319,2025-09-12,CUST-0418,Consumer,Alberta,Electronics,Keyboard,2,1123.8,0.05,2135.22,1220.67,914.55,2025,9,Sep,2025-09,42.83165200775564
ORD-01320,2024-07-02,CUST-0702,Consumer,Alberta,Electronics,Keyboard,2,853.72,0.15,1451.32,836.68,614.65,2024,7,Jul,2024-07,42.35110106661522
ORD-01321,2023-10-10,CUST-0491,Consumer,Alberta,Clothing,Shoes,5,80.06,0.05,380.28,304.36,75.93,2023,10,Oct,2023-10,19.966866519406757
ORD-01322,2024-08-31,CUST-0824,Consumer,Alberta,Furniture,Desk,2,343.74,0.05,653.11,464.03,189.08,2024,8,Aug,2024-08,28.950712743641958
ORD-01323,2025-09-20,CUST-0567,Consumer,Manitoba,Electronics,Mouse,3,1252.08,0.0,3756.24,2474.4,1281.84,2025,9,Sep,2025-09,34.12561497667881
ORD-01324,2025-08-16,CUST-0786,Consumer,British Columbia,Electronics,Monitor,4,1364.5,0.05,5185.1,3652.8,1532.3,2025,8,Aug,2025-08,29.551985496904585
ORD-01325,2024-12-25,CUST-0181,Consumer,Manitoba,Office Supplies,Printer Paper,3,35.41,0.1,95.61,57.97,37.63,2024,12,Dec,2024-12,39.35780776069449
ORD-01326,2025-07-22,CUST-0959,Small Business,Ontario,Clothing,Sweater,5,163.39,0.15,694.41,556.13,138.28,2025,7,Jul,2025-07,19.913307700061925
ORD-01327,2023-07-15,CUST-0305,Consumer,Alberta,Electronics,Headphones,2,44.87,0.0,89.74,70.84,18.9,2023,7,Jul,2023-07,21.060842433697346
ORD-01328,2025-12-25,CUST-0175,Consumer,Manitoba,Office Supplies,Notebook,1,50.92,0.15,43.28,27.69,15.59,2025,12,Dec,2025-12,36.02125693160813
ORD-01329,2023-10-01,CUST-0931,Consumer,Alberta,Electronics,Keyboard,3,1032.74,0.1,2788.4,1870.53,917.86,2023,10,Oct,2023-10,32.91708506670492
ORD-01330,2023-08-27,CUST-0904,Consumer,Manitoba,Electronics,Headphones,2,1444.34,0.0,2888.68,1761.31,1127.37,2023,8,Aug,2023-08,39.027168118310094
ORD-01331,2025-10-20,CUST-0753,Corporate,Ontario,Electronics,Headphones,4,1549.29,0.0,6197.16,3919.2,2277.96,2025,10,Oct,2025-10,36.7581279166586
ORD-01332,2025-01-22,CUST-0329,Consumer,British Columbia,Electronics,Mouse,4,1570.74,0.1,5654.66,3458.83,2195.83,2025,1,Jan,2025-01,38.83221979747677
ORD-01333,2023-05-25,CUST-0196,Consumer,Manitoba,Electronics,Keyboard,3,828.52,0.05,2361.28,1383.23,978.05,2023,5,May,2023-05,41.4203313457108
ORD-01334,2024-01-14,CUST-0070,Consumer,Alberta,Clothing,Sweater,5,186.97,0.1,841.36,622.29,219.07,2024,1,Jan,2024-01,26.037605781116284
ORD-01335,2023-11-04,CUST-0100,Corporate,Alberta,Electronics,Monitor,1,426.82,0.0,426.82,321.95,104.87,2023,11,Nov,2023-11,24.57007637880137
ORD-01336,2024-12-27,CUST-0534,Consumer,Quebec,Clothing,Sweater,2,205.37,0.0,410.74,252.89,157.85,2024,12,Dec,2024-12,38.43063738618104
ORD-01337,2024-06-13,CUST-0046,Consumer,Quebec,Furniture,Desk,2,831.6,0.15,1413.72,1019.56,394.16,2024,6,Jun,2024-06,27.881051410463176
ORD-01338,2024-09-24,CUST-0478,Small Business,Manitoba,Office Supplies,Notebook,3,117.93,0.2,283.03,217.88,65.15,2024,9,Sep,2024-09,23.01876126205703
ORD-01339,2023-09-14,CUST-0089,Consumer,Manitoba,Office Supplies,Printer Paper,4,18.8,0.15,63.92,39.87,24.05,2023,9,Sep,2023-09,37.62515644555695
ORD-01340,2024-10-17,CUST-0148,Consumer,Manitoba,Office Supplies,Pens,5,14.35,0.1,64.58,46.49,18.08,2024,10,Oct,2024-10,27.996283679157628
ORD-01341,2024-04-26,CUST-0128,Small Business,Quebec,Furniture,Cabinet,4,751.77,0.0,3007.08,2373.61,633.47,2024,4,Apr,2024-04,21.065951022254147
ORD-01342,2024-12-04,CUST-0340,Consumer,Ontario,Office Supplies,Stapler,3,24.52,0.15,62.53,50.57,11.96,2024,12,Dec,2024-12,19.12681912681913
ORD-01343,2024-06-19,CUST-0538,Corporate,Manitoba,Furniture,Cabinet,4,441.45,0.15,1500.93,1105.87,395.06,2024,6,Jun,2024-06,26.321014304464562
ORD-01344,2025-07-31,CUST-0726,Consumer,Alberta,Office Supplies,Stapler,3,51.23,0.15,130.64,99.36,31.28,2025,7,Jul,2025-07,23.94366197183099
ORD-01345,2025-12-07,CUST-0229,Consumer,Quebec,Clothing,Jeans,2,66.73,0.0,133.46,77.54,55.92,2025,12,Dec,2025-12,41.90019481492582
ORD-01346,2024-07-14,CUST-0511,Consumer,Quebec,Office Supplies,Folders,4,16.32,0.0,65.28,48.9,16.38,2024,7,Jul,2024-07,25.09191176470588
ORD-01347,2023-03-31,CUST-0356,Consumer,Quebec,Office Supplies,Notebook,5,98.79,0.05,469.25,281.6,187.65,2023,3,Mar,2023-03,39.98934469898775
ORD-01348,2023-04-13,CUST-0916,Consumer,British Columbia,Furniture,Cabinet,1,159.6,0.0,159.6,120.16,39.44,2023,4,Apr,2023-04,24.711779448621556
ORD-01349,2024-05-29,CUST-0110,Corporate,Manitoba,Electronics,Mouse,2,275.28,0.1,495.5,275.17,220.34,2024,5,May,2024-05,44.46821392532795
ORD-01350,2025-11-22,CUST-0667,Consumer,Manitoba,Electronics,Headphones,2,936.92,0.0,1873.84,1110.46,763.38,2025,11,Nov,2025-11,40.738803739913756
ORD-01351,2024-08-29,CUST-0626,Consumer,Alberta,Furniture,Cabinet,1,135.03,0.05,128.28,79.08,49.2,2024,8,Aug,2024-08,38.353601496725915
ORD-01352,2023-03-13,CUST-0457,Consumer,British Columbia,Clothing,Jacket,1,217.94,0.2,174.35,117.92,56.43,2023,3,Mar,2023-03,32.36593059936909
ORD-01353,2025-06-25,CUST-0004,Consumer,Quebec,Electronics,Headphones,3,792.36,0.0,2377.08,1804.62,572.46,2025,6,Jun,2025-06,24.08248775808976
ORD-01354,2025-06-19,CUST-0963,Corporate,Quebec,Electronics,Monitor,1,1691.61,0.05,1607.03,1271.05,335.98,2025,6,Jun,2025-06,20.906890350522396
ORD-01355,2023-02-17,CUST-0589,Consumer,British Columbia,Furniture,Office Chair,2,158.25,0.15,269.02,180.57,88.45,2023,2,Feb,2023-02,32.87859638688574
ORD-01356,2025-11-05,CUST-0850,Small Business,Manitoba,Electronics,Keyboard,2,1641.07,0.0,3282.14,2159.84,1122.3,2025,11,Nov,2025-11,34.19415381427971
ORD-01357,2024-09-17,CUST-0707,Consumer,Ontario,Electronics,Keyboard,2,1213.44,0.1,2184.19,1465.44,718.75,2024,9,Sep,2024-09,32.90693575192634
ORD-01358,2023-08-03,CUST-0096,Consumer,Quebec,Clothing,Sweater,3,221.67,0.0,665.01,518.57,146.44,2023,8,Aug,2023-08,22.020721492909882
ORD-01359,2025-02-09,CUST-0337,Corporate,Manitoba,Office Supplies,Pens,3,57.13,0.1,154.25,115.27,38.98,2025,2,Feb,2025-02,25.270664505672606
ORD-01360,2024-03-19,CUST-0942,Consumer,Quebec,Electronics,Monitor,2,958.42,0.1,1725.16,1186.27,538.89,2024,3,Mar,2024-03,31.237102645551712
ORD-01361,2023-07-29,CUST-0051,Consumer,Ontario,Electronics,Monitor,3,409.91,0.1,1106.76,802.0,304.76,2023,7,Jul,2023-07,27.536231884057973
ORD-01362,2023-09-25,CUST-0663,Corporate,Quebec,Clothing,Sweater,3,115.47,0.0,346.41,235.11,111.3,2023,9,Sep,2023-09,32.12955746081233
ORD-01363,2025-08-03,CUST-0382,Consumer,British Columbia,Furniture,Lamp,2,699.59,0.1,1259.26,880.88,378.38,2025,8,Aug,2025-08,30.04780585423185
ORD-01364,2025-02-12,CUST-0777,Corporate,Quebec,Electronics,Keyboard,5,157.97,0.1,710.86,496.4,214.47,2025,2,Feb,2025-02,30.170497707002784
ORD-01365,2023-08-11,CUST-0036,Consumer,Quebec,Clothing,T-Shirt,5,218.33,0.0,1091.65,857.73,233.92,2023,8,Aug,2023-08,21.428113406311546
ORD-01366,2024-07-27,CUST-0292,Consumer,Manitoba,Electronics,Laptop,2,234.21,0.0,468.42,364.83,103.59,2024,7,Jul,2024-07,22.114768797233253
ORD-01367,2024-11-20,CUST-0633,Consumer,British Columbia,Clothing,Shoes,4,197.85,0.0,791.4,610.5,180.9,2024,11,Nov,2024-11,22.85822592873389
ORD-01368,2024-09-06,CUST-0915,Consumer,British Columbia,Furniture,Bookshelf,3,795.99,0.05,2268.57,1612.14,656.43,2024,9,Sep,2024-09,28.93584945582459
ORD-01369,2024-08-02,CUST-0022,Consumer,Quebec,Electronics,Keyboard,5,1780.72,0.0,8903.6,6809.68,2093.92,2024,8,Aug,2024-08,23.517678242508648
ORD-01370,2025-12-26,CUST-0833,Consumer,Quebec,Electronics,Keyboard,3,1510.09,0.15,3850.73,2750.01,1100.72,2025,12,Dec,2025-12,28.58470991214653
ORD-01371,2023-11-16,CUST-0762,Consumer,Ontario,Clothing,T-Shirt,5,198.15,0.05,941.21,682.47,258.74,2023,11,Nov,2023-11,27.49014566356073
ORD-01372,2025-08-24,CUST-0194,Corporate,Quebec,Office Supplies,Notebook,3,53.68,0.0,161.04,102.66,58.38,2025,8,Aug,2025-08,36.25186289120716
ORD-01373,2023-09-29,CUST-0164,Small Business,Manitoba,Office Supplies,Printer Paper,3,77.24,0.0,231.72,177.69,54.03,2023,9,Sep,2023-09,23.31693423096841
ORD-01374,2024-07-20,CUST-0499,Consumer,Alberta,Furniture,Desk,1,360.29,0.1,324.26,237.98,86.28,2024,7,Jul,2024-07,26.608277308332823
ORD-01375,2024-11-22,CUST-0029,Consumer,Manitoba,Clothing,Jeans,5,158.88,0.0,794.4,590.09,204.31,2024,11,Nov,2024-11,25.718781470292047
ORD-01376,2025-08-17,CUST-0840,Corporate,Manitoba,Office Supplies,Printer Paper,1,34.5,0.2,27.6,21.53,6.07,2025,8,Aug,2025-08,21.992753623188406
ORD-01377,2025-05-04,CUST-0757,Small Business,Quebec,Electronics,Monitor,1,1746.12,0.0,1746.12,1270.88,475.24,2025,5,May,2025-05,27.216915217739906
ORD-01378,2023-01-10,CUST-0073,Consumer,Quebec,Clothing,Jeans,2,73.5,0.2,117.6,95.9,21.7,2023,1,Jan,2023-01,18.452380952380953
ORD-01379,2023-03-08,CUST-0966,Consumer,Alberta,Electronics,Monitor,1,214.28,0.0,214.28,127.63,86.65,2023,3,Mar,2023-03,40.43774500653351
ORD-01380,2024-03-13,CUST-0100,Consumer,British Columbia,Electronics,Laptop,1,1535.62,0.1,1382.06,1124.78,257.28,2024,3,Mar,2024-03,18.615689622737072
ORD-01381,2025-03-03,CUST-0526,Consumer,Manitoba,Clothing,Sweater,4,96.75,0.0,387.0,218.39,168.61,2025,3,Mar,2025-03,43.56847545219639
ORD-01382,2023-03-06,CUST-0195,Consumer,Manitoba,Electronics,Laptop,1,219.46,0.0,219.46,166.69,52.77,2023,3,Mar,2023-03,24.045384124669646
ORD-01383,2024-08-08,CUST-0396,Consumer,Alberta,Furniture,Office Chair,4,556.44,0.05,2114.47,1633.08,481.4,2024,8,Aug,2024-08,22.766934503681775
ORD-01384,2025-07-05,CUST-0456,Small Business,British Columbia,Office Supplies,Stapler,2,12.88,0.05,24.47,17.49,6.98,2025,7,Jul,2025-07,28.52472415202289
ORD-01385,2025-09-14,CUST-0051,Consumer,Alberta,Electronics,Laptop,1,1474.45,0.1,1327.0,869.29,457.72,2025,9,Sep,2025-09,34.49284099472494
ORD-01386,2025-01-15,CUST-0509,Consumer,Quebec,Office Supplies,Notebook,3,43.98,0.15,112.15,73.92,38.23,2025,1,Jan,2025-01,34.088274632189034
ORD-01387,2025-03-26,CUST-0347,Consumer,British Columbia,Office Supplies,Pens,3,73.91,0.2,177.38,107.41,69.97,2025,3,Mar,2025-03,39.44638628932236
ORD-01388,2023-05-16,CUST-0773,Corporate,Manitoba,Furniture,Cabinet,4,282.89,0.0,1131.56,751.55,380.01,2023,5,May,2023-05,33.5828413871116
ORD-01389,2025-02-14,CUST-0082,Small Business,Quebec,Furniture,Lamp,5,406.71,0.05,1931.87,1535.61,396.26,2025,2,Feb,2025-02,20.511732155890407
ORD-01390,2023-04-07,CUST-0949,Small Business,Quebec,Electronics,Mouse,3,516.13,0.0,1548.39,1232.92,315.47,2023,4,Apr,2023-04,20.37406596529298
ORD-01391,2024-02-27,CUST-0226,Consumer,Manitoba,Electronics,Laptop,4,639.69,0.15,2174.95,1436.29,738.66,2024,2,Feb,2024-02,33.96216004965631
ORD-01392,2025-08-12,CUST-0504,Corporate,Ontario,Office Supplies,Folders,1,102.27,0.1,92.04,62.23,29.81,2025,8,Aug,2025-08,32.38809213385484
ORD-01393,2024-06-26,CUST-0866,Consumer,British Columbia,Electronics,Monitor,1,1193.1,0.0,1193.1,832.43,360.67,2024,6,Jun,2024-06,30.229653842930187
ORD-01394,2025-11-04,CUST-0508,Consumer,Ontario,Furniture,Desk,2,173.5,0.15,294.95,189.09,105.86,2025,11,Nov,2025-11,35.89082895406001
ORD-01395,2024-03-27,CUST-0341,Consumer,Ontario,Furniture,Lamp,3,700.25,0.0,2100.75,1380.37,720.38,2024,3,Mar,2024-03,34.291562537189094
ORD-01396,2023-05-01,CUST-0162,Consumer,Quebec,Office Supplies,Stapler,1,87.19,0.1,78.47,43.47,35.0,2023,5,May,2023-05,44.603033006244424
ORD-01397,2025-12-24,CUST-0840,Corporate,British Columbia,Furniture,Office Chair,1,63.41,0.05,60.24,48.72,11.52,2025,12,Dec,2025-12,19.12350597609562
ORD-01398,2024-01-18,CUST-0453,Consumer,Manitoba,Electronics,Monitor,5,1572.8,0.1,7077.6,5301.22,1776.38,2024,1,Jan,2024-01,25.098621001469425
ORD-01399,2024-07-07,CUST-0755,Consumer,British Columbia,Furniture,Office Chair,2,308.28,0.2,493.25,280.84,212.41,2024,7,Jul,2024-07,43.063355296502785
ORD-01400,2025-10-05,CUST-0082,Consumer,British Columbia,Electronics,Mouse,4,1190.95,0.0,4763.8,3870.36,893.44,2025,10,Oct,2025-10,18.754775599311476
ORD-01401,2025-09-11,CUST-0517,Corporate,British Columbia,Clothing,Jacket,5,199.62,0.05,948.2,700.96,247.23,2025,9,Sep,2025-09,26.073613161780212
ORD-01402,2023-03-29,CUST-0792,Consumer,Manitoba,Office Supplies,Printer Paper,1,57.76,0.05,54.87,42.9,11.97,2023,3,Mar,2023-03,21.815199562602515
ORD-01403,2023-08-30,CUST-0744,Consumer,Manitoba,Clothing,T-Shirt,4,23.59,0.2,75.49,51.37,24.12,2023,8,Aug,2023-08,31.951251821433306
ORD-01404,2024-01-02,CUST-0986,Small Business,Quebec,Clothing,T-Shirt,5,137.53,0.0,687.65,400.7,286.95,2024,1,Jan,2024-01,41.72907729222715
ORD-01405,2024-11-06,CUST-0020,Consumer,Quebec,Furniture,Cabinet,4,714.46,0.15,2429.16,1533.15,896.02,2024,11,Nov,2024-11,36.88600174545933
ORD-01406,2024-03-30,CUST-0419,Consumer,Ontario,Clothing,Sweater,5,59.61,0.15,253.34,183.35,69.99,2024,3,Mar,2024-03,27.626904555143284
ORD-01407,2025-02-24,CUST-0095,Corporate,Alberta,Electronics,Mouse,1,1370.56,0.0,1370.56,828.54,542.02,2025,2,Feb,2025-02,39.5473383142657
ORD-01408,2023-10-19,CUST-0130,Consumer,British Columbia,Furniture,Bookshelf,2,368.19,0.05,699.56,457.21,242.35,2023,10,Oct,2023-10,34.64320429984562
ORD-01409,2024-12-24,CUST-0824,Corporate,Quebec,Electronics,Monitor,1,148.2,0.1,133.38,85.01,48.37,2024,12,Dec,2024-12,36.264807317438894
ORD-01410,2025-09-30,CUST-0623,Corporate,Alberta,Electronics,Mouse,4,1786.18,0.1,6430.25,4962.6,1467.65,2025,9,Sep,2025-09,22.824151471560207
ORD-01411,2024-01-06,CUST-0435,Small Business,Ontario,Electronics,Monitor,3,698.22,0.2,1675.73,1012.79,662.93,2024,1,Jan,2024-01,39.56066908153461
ORD-01412,2023-01-04,CUST-0695,Small Business,Manitoba,Electronics,Keyboard,5,798.61,0.0,3993.05,3136.75,856.3,2023,1,Jan,2023-01,21.444760270970807
ORD-01413,2023-04-29,CUST-0799,Consumer,Ontario,Clothing,Jeans,4,226.13,0.0,904.52,641.98,262.54,2023,4,Apr,2023-04,29.025339406536066
ORD-01414,2024-11-15,CUST-0085,Corporate,Manitoba,Electronics,Laptop,3,622.87,0.0,1868.61,1103.13,765.48,2024,11,Nov,2024-11,40.965209433750225
ORD-01415,2023-12-16,CUST-0800,Consumer,Manitoba,Electronics,Mouse,3,1604.48,0.05,4572.77,3682.81,889.96,2023,12,Dec,2023-12,19.462164071230347
ORD-01416,2024-12-01,CUST-0405,Small Business,Quebec,Office Supplies,Notebook,4,59.05,0.1,212.58,140.89,71.69,2024,12,Dec,2024-12,33.72377457898203
ORD-01417,2024-07-03,CUST-0802,Consumer,Manitoba,Furniture,Bookshelf,5,544.05,0.15,2312.21,1637.57,674.65,2024,7,Jul,2024-07,29.177713096993784
ORD-01418,2024-10-16,CUST-0369,Consumer,Ontario,Office Supplies,Pens,4,49.36,0.15,167.82,105.22,62.6,2024,10,Oct,2024-10,37.30187105231796
ORD-01419,2024-05-18,CUST-0155,Consumer,Manitoba,Furniture,Bookshelf,5,478.17,0.0,2390.85,1337.5,1053.35,2024,5,May,2024-05,44.057552753204924
ORD-01420,2024-06-09,CUST-0197,Corporate,Manitoba,Electronics,Laptop,4,708.01,0.2,2265.63,1290.07,975.56,2024,6,Jun,2024-06,43.05910497300971
ORD-01421,2025-12-16,CUST-0082,Consumer,Alberta,Office Supplies,Pens,5,78.45,0.0,392.25,281.99,110.26,2025,12,Dec,2025-12,28.10962396430848
ORD-01422,2025-03-29,CUST-1000,Corporate,Ontario,Office Supplies,Pens,4,59.73,0.05,226.97,175.13,51.84,2025,3,Mar,2025-03,22.84002291051681
ORD-01423,2025-07-24,CUST-0345,Consumer,Alberta,Clothing,Shoes,3,54.96,0.0,164.88,102.31,62.57,2025,7,Jul,2025-07,37.94881125667152
ORD-01424,2025-12-28,CUST-0804,Consumer,British Columbia,Office Supplies,Notebook,2,87.92,0.1,158.26,117.93,40.32,2025,12,Dec,2025-12,25.477063060786048
ORD-01425,2023-08-11,CUST-0734,Corporate,Manitoba,Furniture,Bookshelf,4,528.38,0.05,2007.84,1493.98,513.86,2023,8,Aug,2023-08,25.592676707307355
ORD-01426,2023-03-18,CUST-0625,Consumer,Quebec,Office Supplies,Printer Paper,4,117.36,0.15,399.02,326.33,72.69,2023,3,Mar,2023-03,18.21713197333467
ORD-01427,2024-11-21,CUST-0308,Small Business,Quebec,Electronics,Monitor,1,731.48,0.0,731.48,414.39,317.09,2024,11,Nov,2024-11,43.349100453874335
