Customer_ID,Last_Purchase_Date,Total_Orders,Total_Revenue,Total_Profit,Average_Order_Value,Recency_Days,Customer_Value_Segment
CUST-0344,2025-03-31,9,23502.03,7618.849999999999,2611.3366666666666,276,VIP
CUST-0345,2025-11-10,7,4245.63,1434.8200000000002,606.5185714285715,52,Medium Value
CUST-0346,2024-11-29,6,15504.38,5138.639999999999,2584.063333333333,398,VIP
CUST-0347,2025-04-09,6,18463.57,6034.860000000001,3077.2616666666668,267,VIP
CUST-0348,2025-02-14,4,3928.1800000000003,1106.01,982.0450000000001,321,Medium Value
CUST-0349,2025-09-01,7,7761.62,2369.4900000000002,1108.8028571428572,122,High Value
CUST-0350,2024-03-30,3,1819.46,631.87,606.4866666666667,642,Low Value
CUST-0351,2025-06-10,4,2731.92,948.72,682.98,205,Low Value
CUST-0352,2025-12-11,3,2574.39,883.85,858.13,21,Low Value
CUST-0353,2024-06-07,1,353.86,81.21,353.86,573,Low Value
CUST-0354,2025-06-06,8,4111.07,1569.82,513.88375,209,Medium Value
CUST-0355,2025-09-25,5,6942.54,2105.59,1388.508,98,High Value
CUST-0356,2025-11-26,6,5266.08,1563.6399999999999,877.68,36,Medium Value
CUST-0357,2025-07-16,7,6138.74,2179.17,876.9628571428572,169,High Value
CUST-0358,2025-10-29,6,7033.86,2183.52,1172.31,64,High Value
CUST-0359,2024-12-21,2,3951.7999999999997,1043.93,1975.8999999999999,376,Medium Value
CUST-0360,2025-12-19,2,382.94,145.15,191.47,13,Low Value
CUST-0361,2023-07-01,2,3160.91,845.92,1580.455,915,Medium Value
CUST-0362,2025-12-21,6,2962.62,845.3900000000001,493.77,11,Medium Value
CUST-0363,2025-12-11,6,2424.92,650.23,404.15333333333336,21,Low Value
CUST-0364,2025-08-07,5,5260.42,1738.91,1052.084,147,Medium Value
CUST-0365,2025-10-27,2,2687.26,804.1400000000001,1343.63,66,Low Value
CUST-0366,2025-07-21,5,4696.81,1090.1200000000001,939.3620000000001,164,Medium Value
CUST-0367,2025-11-20,5,11539.470000000001,2603.66,2307.8940000000002,42,VIP
CUST-0368,2025-12-06,6,5719.570000000001,1650.21,953.2616666666668,26,High Value
CUST-0369,2025-08-15,6,4582.65,1185.3,763.775,139,Medium Value
CUST-0371,2025-07-13,4,2329.3100000000004,915.57,582.3275000000001,172,Low Value
CUST-0372,2025-11-04,7,12068.01,4603.37,1724.0014285714285,58,VIP
CUST-0373,2025-12-27,4,7210.04,2633.66,1802.51,5,High Value
CUST-0374,2023-01-10,1,307.04,91.09,307.04,1087,Low Value
CUST-0375,2024-12-03,2,2852.9,690.14,1426.45,394,Low Value
CUST-0376,2025-10-29,8,8400.3,2911.53,1050.0375,64,High Value
CUST-0377,2025-07-31,7,12094.039999999999,3554.0499999999997,1727.7199999999998,154,VIP
CUST-0378,2025-05-28,5,12020.0,3440.37,2404.0,218,VIP
CUST-0379,2024-08-30,2,1223.92,379.99,611.96,489,Low Value
CUST-0380,2024-10-25,5,8241.23,2408.3,1648.2459999999999,433,High Value
CUST-0381,2025-03-07,5,2988.34,892.93,597.668,300,Medium Value
CUST-0382,2025-12-25,10,12980.1,4265.3,1298.01,7,VIP
CUST-0383,2025-09-07,5,9589.33,3011.86,1917.866,116,VIP
CUST-0384,2025-03-31,5,1722.47,685.66,344.494,276,Low Value
CUST-0385,2024-12-07,6,17245.559999999998,6136.1900000000005,2874.2599999999998,390,VIP
CUST-0386,2025-08-13,5,2069.6,671.0699999999999,413.91999999999996,141,Low Value
CUST-0387,2025-11-14,7,4242.67,1223.52,606.0957142857143,48,Medium Value
CUST-0388,2025-08-16,7,12731.19,3666.42,1818.7414285714287,138,VIP
CUST-0389,2025-11-23,5,3256.4300000000003,890.8299999999999,651.2860000000001,39,Medium Value
CUST-0390,2024-07-19,2,2518.42,742.98,1259.21,531,Low Value
CUST-0391,2025-12-06,7,9632.68,2928.12,1376.097142857143,26,VIP
CUST-0392,2025-11-06,3,188.35000000000002,73.44999999999999,62.78333333333334,56,Low Value
CUST-0393,2025-10-21,5,2634.05,936.3299999999999,526.8100000000001,72,Low Value
CUST-0394,2025-09-20,2,4329.05,1847.75,2164.525,103,Medium Value
CUST-0395,2025-11-28,5,3312.0,956.84,662.4,34,Medium Value
CUST-0396,2025-12-11,6,15582.67,5083.8099999999995,2597.1116666666667,21,VIP
CUST-0397,2025-06-16,8,7164.46,2420.1,895.5575,199,High Value
CUST-0398,2025-11-04,5,5544.969999999999,1972.8799999999999,1108.994,58,High Value
CUST-0399,2025-06-27,6,4664.1900000000005,1533.22,777.3650000000001,188,Medium Value
CUST-0400,2025-04-16,7,13202.68,4100.99,1886.097142857143,260,VIP
CUST-0401,2025-10-16,6,8011.05,3062.7400000000002,1335.175,77,High Value
CUST-0402,2024-09-03,4,5235.0199999999995,1387.49,1308.7549999999999,485,Medium Value
CUST-0403,2025-11-21,7,3397.02,1224.44,485.2885714285714,41,Medium Value
CUST-0404,2025-01-07,6,8000.61,2045.34,1333.435,359,High Value
CUST-0405,2025-04-19,7,4960.610000000001,1309.44,708.6585714285715,257,Medium Value
CUST-0406,2025-11-04,3,1479.91,393.25,493.30333333333334,58,Low Value
CUST-0407,2025-12-04,6,8880.22,2251.2799999999997,1480.0366666666666,28,VIP
CUST-0408,2024-06-07,2,676.31,216.96,338.155,573,Low Value
CUST-0409,2025-10-27,5,3871.5299999999997,1527.0500000000002,774.3059999999999,66,Medium Value
CUST-0410,2025-03-17,5,2404.76,825.52,480.95200000000006,290,Low Value
CUST-0411,2025-10-14,7,2855.2599999999998,920.31,407.8942857142857,79,Low Value
CUST-0412,2024-04-15,5,8106.5199999999995,2621.68,1621.3039999999999,626,High Value
CUST-0413,2025-11-03,6,1962.6799999999998,578.4,327.1133333333333,59,Low Value
CUST-0414,2023-07-29,1,418.08,99.94,418.08,887,Low Value
CUST-0415,2025-11-19,9,7923.139999999999,2412.6,880.3488888888888,43,High Value
CUST-0416,2025-12-31,7,7540.12,2815.42,1077.16,1,High Value
CUST-0417,2023-09-21,2,1221.12,431.63,610.56,833,Low Value
CUST-0418,2025-09-12,2,2907.0699999999997,1142.37,1453.5349999999999,111,Low Value
CUST-0419,2025-05-19,4,5269.179999999999,1514.71,1317.2949999999998,227,Medium Value
CUST-0420,2025-12-26,5,7515.45,2781.77,1503.09,6,High Value
CUST-0421,2025-02-26,5,5688.0199999999995,1832.8400000000001,1137.6039999999998,309,High Value
CUST-0422,2025-02-04,5,13643.96,4004.81,2728.792,331,VIP
CUST-0423,2025-11-01,3,852.64,330.03,284.2133333333333,61,Low Value
CUST-0424,2025-06-22,5,7561.650000000001,1634.31,1512.3300000000002,193,High Value
CUST-0425,2025-10-26,7,14484.18,4345.12,2069.1685714285713,67,VIP
CUST-0426,2025-10-10,8,9475.16,2760.55,1184.395,83,VIP
CUST-0427,2025-08-11,5,7440.58,1491.0,1488.116,143,High Value
CUST-0428,2024-10-25,7,5893.3099999999995,1809.93,841.9014285714285,433,High Value
CUST-0429,2025-06-17,7,3936.1,984.9699999999999,562.3,198,Medium Value
CUST-0430,2024-11-28,5,10063.17,3773.5,2012.634,399,VIP
CUST-0431,2025-11-19,6,6552.23,2386.92,1092.0383333333332,43,High Value
CUST-0432,2025-08-02,3,1743.28,580.11,581.0933333333334,152,Low Value
CUST-0433,2025-04-27,4,6542.540000000001,1717.04,1635.6350000000002,249,High Value
CUST-0434,2025-04-21,5,8115.62,3331.7300000000005,1623.124,255,High Value
CUST-0435,2025-10-28,9,7503.38,2600.94,833.7088888888889,65,High Value
CUST-0436,2024-08-15,4,5067.53,1790.4999999999998,1266.8825,504,Medium Value
CUST-0437,2025-12-10,3,828.95,296.48,276.31666666666666,22,Low Value
CUST-0438,2025-08-09,8,13623.84,4021.37,1702.98,145,VIP
CUST-0439,2025-03-27,5,5943.69,2199.69,1188.7379999999998,280,High Value
CUST-0441,2025-11-19,5,5369.82,1737.31,1073.964,43,Medium Value
CUST-0442,2025-11-25,5,5309.76,1256.72,1061.952,37,Medium Value
CUST-0443,2025-10-08,6,6104.83,2281.04,1017.4716666666667,85,High Value
CUST-0444,2024-01-09,2,2951.57,1147.9099999999999,1475.785,723,Medium Value
CUST-0445,2025-06-11,8,16058.61,5014.219999999999,2007.32625,204,VIP
CUST-0446,2024-12-06,4,8134.13,1678.3200000000002,2033.5325,391,High Value
CUST-0447,2025-12-01,3,4918.049999999999,1805.1000000000001,1639.3499999999997,31,Medium Value
CUST-0448,2025-04-06,3,2194.14,695.61,731.38,270,Low Value
CUST-0449,2025-12-25,7,9975.04,2755.2599999999998,1425.0057142857145,7,VIP
CUST-0450,2024-05-18,2,247.53000000000003,103.13,123.76500000000001,593,Low Value
CUST-0451,2025-06-25,2,5426.21,1318.0,2713.105,190,High Value
CUST-0452,2025-08-17,5,9136.85,2988.67,1827.3700000000001,137,VIP
CUST-0453,2025-11-26,5,16144.580000000002,4507.53,3228.916,36,VIP
CUST-0454,2025-07-16,2,2941.6600000000003,1122.1100000000001,1470.8300000000002,169,Medium Value
CUST-0455,2024-12-18,4,4146.08,1477.1100000000001,1036.52,379,Medium Value
CUST-0456,2025-07-05,5,3170.3899999999994,1244.1100000000001,634.0779999999999,180,Medium Value
CUST-0457,2024-06-25,5,7166.96,2374.0,1433.392,555,High Value
CUST-0458,2025-03-22,2,614.17,263.28000000000003,307.085,285,Low Value
CUST-0459,2025-11-28,8,3069.9,1017.0699999999999,383.7375,34,Medium Value
CUST-0460,2025-06-15,3,1764.74,609.6700000000001,588.2466666666667,200,Low Value
CUST-0461,2025-01-28,4,3024.24,733.04,756.06,338,Medium Value
CUST-0462,2025-05-27,2,504.66,128.39999999999998,252.33,219,Low Value
CUST-0463,2025-08-21,6,12464.67,4963.85,2077.445,133,VIP
CUST-0464,2025-02-18,4,5392.82,2242.91,1348.205,317,Medium Value
CUST-0465,2025-09-21,5,3367.4700000000003,1280.0800000000002,673.494,102,Medium Value
CUST-0466,2025-03-11,4,4661.27,1553.29,1165.3175,296,Medium Value
CUST-0467,2023-10-10,2,4191.08,1280.45,2095.54,814,Medium Value
CUST-0468,2025-12-02,3,3078.78,1056.05,1026.26,30,Medium Value
CUST-0469,2025-12-18,8,13727.95,4743.31,1715.99375,14,VIP
CUST-0470,2023-01-21,1,1966.59,540.08,1966.59,1076,Low Value
CUST-0471,2024-01-19,3,4822.3099999999995,1632.04,1607.4366666666665,713,Medium Value
CUST-0472,2025-12-22,5,892.85,336.86,178.57,10,Low Value
CUST-0473,2025-08-05,4,5792.849999999999,1243.55,1448.2124999999999,149,High Value
CUST-0474,2025-01-01,6,4091.28,1459.77,681.88,365,Medium Value
CUST-0475,2025-08-03,5,3837.68,1435.32,767.536,151,Medium Value
CUST-0476,2025-10-13,6,2508.56,815.61,418.0933333333333,80,Low Value
CUST-0477,2025-09-17,7,14800.76,5364.44,2114.3942857142856,106,VIP
CUST-0478,2025-11-11,4,1120.0,343.17,280.0,51,Low Value
CUST-0479,2025-01-15,4,10390.350000000002,2544.4900000000002,2597.5875000000005,351,VIP
CUST-0480,2025-05-27,6,5916.66,2281.0899999999997,986.11,219,High Value
CUST-0481,2025-11-05,5,4659.84,1586.2,931.9680000000001,57,Medium Value
CUST-0482,2025-12-18,7,4497.28,1455.2,642.4685714285714,14,Medium Value
CUST-0483,2025-09-18,2,2255.35,908.91,1127.675,105,Low Value
CUST-0484,2025-10-26,8,16056.16,5231.2300000000005,2007.02,67,VIP
CUST-0485,2023-02-02,1,1053.5,341.35,1053.5,1064,Low Value
CUST-0486,2025-08-10,6,4614.11,1319.4,769.0183333333333,144,Medium Value
CUST-0487,2025-02-03,6,6087.92,1643.52,1014.6533333333333,332,High Value
CUST-0488,2025-11-14,5,4533.03,1893.79,906.606,48,Medium Value
CUST-0489,2025-03-23,7,9646.33,3401.9900000000002,1378.047142857143,284,VIP
CUST-0490,2025-09-11,6,9231.85,2409.74,1538.6416666666667,112,VIP
CUST-0491,2025-05-20,4,4073.21,1054.8200000000002,1018.3025,226,Medium Value
CUST-0492,2023-12-23,2,2187.8,690.74,1093.9,740,Low Value
CUST-0493,2025-08-27,1,625.22,181.59,625.22,127,Low Value
CUST-0494,2025-01-20,4,3005.7799999999997,664.09,751.4449999999999,346,Medium Value
CUST-0495,2023-02-26,1,123.88,26.0,123.88,1040,Low Value
CUST-0496,2025-12-23,6,5887.86,1896.16,981.31,9,High Value
CUST-0497,2025-08-22,4,7215.379999999999,1486.2300000000002,1803.8449999999998,132,High Value
CUST-0498,2025-10-08,5,3646.25,1479.66,729.25,85,Medium Value
CUST-0499,2025-08-23,5,1972.68,496.52,394.536,131,Low Value
CUST-0500,2025-09-08,10,14251.69,4928.48,1425.169,115,VIP
CUST-0501,2025-12-17,8,10131.789999999999,3688.67,1266.4737499999999,15,VIP
CUST-0502,2025-09-08,6,10698.539999999999,2628.31,1783.09,115,VIP
CUST-0503,2024-03-12,4,7250.57,1528.53,1812.6425,660,High Value
CUST-0504,2025-08-12,5,8762.4,2940.2200000000003,1752.48,142,High Value
CUST-0505,2025-12-30,7,11405.15,3376.1400000000003,1629.3071428571427,2,VIP
CUST-0506,2025-12-09,4,5539.639999999999,1547.3600000000001,1384.9099999999999,23,High Value
CUST-0507,2024-11-21,3,3170.48,1098.89,1056.8266666666666,406,Medium Value
CUST-0508,2025-11-04,6,4656.1900000000005,1368.29,776.0316666666668,58,Medium Value
CUST-0509,2025-05-26,6,8029.619999999999,2111.24,1338.2699999999998,220,High Value
CUST-0510,2024-12-09,2,4598.58,1379.43,2299.29,388,Medium Value
CUST-0511,2025-11-09,9,16386.58,6336.43,1820.7311111111112,53,VIP
CUST-0512,2024-06-06,4,4803.82,1093.2,1200.955,574,Medium Value
CUST-0513,2025-11-27,8,3102.6,927.6500000000001,387.825,35,Medium Value
CUST-0514,2025-06-13,7,8734.42,2299.7200000000003,1247.7742857142857,202,High Value
CUST-0515,2025-08-01,3,156.27,50.900000000000006,52.09,153,Low Value
CUST-0516,2023-09-09,2,7412.27,2126.45,3706.135,845,High Value
CUST-0517,2025-12-04,13,5913.02,1706.38,454.84769230769234,28,High Value
CUST-0518,2024-03-15,3,8638.18,1813.96,2879.3933333333334,657,High Value
CUST-0519,2025-04-06,4,4008.92,1570.6,1002.23,270,Medium Value
CUST-0520,2025-12-12,5,8796.06,2872.94,1759.212,20,High Value
CUST-0521,2025-10-13,7,5808.9400000000005,1515.94,829.8485714285715,80,High Value
CUST-0522,2025-12-19,7,6031.46,2011.58,861.6371428571429,13,High Value
CUST-0523,2025-10-23,7,10785.43,3420.0,1540.7757142857142,70,VIP
CUST-0524,2025-06-02,2,2265.74,733.71,1132.87,213,Low Value
CUST-0525,2025-06-19,8,9584.48,3838.75,1198.06,196,VIP
CUST-0526,2025-05-20,3,1709.56,622.5600000000001,569.8533333333334,226,Low Value
CUST-0527,2023-06-26,1,327.64,117.54,327.64,920,Low Value
CUST-0528,2025-08-29,7,6332.150000000001,2020.61,904.5928571428573,125,High Value
CUST-0529,2025-11-01,6,7163.5199999999995,2035.69,1193.9199999999998,61,High Value
CUST-0530,2025-01-07,3,1371.82,324.21000000000004,457.2733333333333,359,Low Value
CUST-0531,2025-07-12,2,1810.05,428.1,905.025,173,Low Value
CUST-0532,2025-06-29,7,3916.5199999999995,1376.98,559.5028571428571,186,Medium Value
CUST-0533,2025-12-18,4,2937.6699999999996,720.53,734.4174999999999,14,Medium Value
CUST-0534,2025-12-31,9,7670.79,2712.02,852.31,1,High Value
CUST-0535,2025-07-11,6,9156.65,3199.1400000000003,1526.1083333333333,174,VIP
CUST-0536,2025-08-20,2,3218.34,848.1899999999999,1609.17,134,Medium Value
CUST-0537,2025-08-12,6,13549.27,4044.21,2258.2116666666666,142,VIP
CUST-0538,2025-07-09,7,10548.0,3888.21,1506.857142857143,176,VIP
CUST-0539,2025-12-19,3,6708.42,1902.52,2236.14,13,High Value
CUST-0540,2025-12-21,7,10456.27,4042.0,1493.7528571428572,11,VIP
CUST-0541,2025-07-07,6,3863.46,1108.48,643.91,178,Medium Value
CUST-0542,2025-02-28,2,2801.2000000000003,1128.53,1400.6000000000001,307,Low Value
CUST-0544,2023-10-15,3,4125.96,1252.06,1375.32,809,Medium Value
CUST-0545,2025-11-29,6,9156.16,2681.08,1526.0266666666666,33,VIP
CUST-0546,2025-11-06,4,8341.5,3383.5699999999997,2085.375,56,High Value
CUST-0547,2025-09-07,6,8145.76,2069.01,1357.6266666666668,116,High Value
CUST-0548,2025-04-23,4,5731.79,1221.0800000000002,1432.9475,253,High Value
CUST-0549,2025-03-24,4,2443.2200000000003,548.86,610.8050000000001,283,Low Value
CUST-0550,2025-07-19,3,1846.65,527.44,615.5500000000001,166,Low Value
CUST-0551,2025-04-10,6,8922.220000000001,3025.44,1487.0366666666669,266,VIP
CUST-0552,2025-08-30,6,12152.18,3283.21,2025.3633333333335,124,VIP
CUST-0553,2025-07-04,6,4830.639999999999,1233.0900000000001,805.1066666666666,181,Medium Value
CUST-0554,2025-12-01,8,11465.85,3730.75,1433.23125,31,VIP
CUST-0555,2025-09-30,3,422.76,124.13,140.92,93,Low Value
CUST-0556,2025-11-22,8,7769.62,1763.01,971.2025,40,High Value
CUST-0557,2025-06-23,4,3709.2,1167.48,927.3,192,Medium Value
CUST-0558,2025-10-14,5,11137.17,3266.65,2227.434,79,VIP
CUST-0559,2025-08-21,5,6982.7,2185.2,1396.54,133,High Value
CUST-0560,2025-11-13,3,5066.83,2204.98,1688.9433333333334,49,Medium Value
CUST-0561,2025-11-09,3,5413.049999999999,1985.27,1804.3499999999997,53,Medium Value
CUST-0562,2025-04-11,4,3662.33,1390.55,915.5825,265,Medium Value
CUST-0563,2025-12-27,5,3267.71,736.6,653.542,5,Medium Value
CUST-0564,2024-09-15,2,4032.62,1330.37,2016.31,473,Medium Value
CUST-0565,2025-04-11,1,5725.36,2486.52,5725.36,265,High Value
CUST-0566,2025-11-01,9,8129.12,2619.26,903.2355555555555,61,High Value
CUST-0567,2025-09-20,1,3756.24,1281.84,3756.24,103,Medium Value
CUST-0568,2025-11-04,8,9086.53,3209.69,1135.81625,58,VIP
CUST-0569,2025-09-19,6,5416.51,1676.1200000000001,902.7516666666667,104,High Value
CUST-0570,2025-07-19,9,4697.09,1224.15,521.8988888888889,166,Medium Value
CUST-0571,2024-04-02,1,45.42,13.27,45.42,639,Low Value
CUST-0572,2025-04-22,9,8093.46,2660.62,899.2733333333333,254,High Value
CUST-0573,2025-03-27,5,4780.04,1576.25,956.008,280,Medium Value
CUST-0574,2025-08-14,5,11580.4,4319.45,2316.08,140,VIP
CUST-0575,2025-05-13,6,16073.130000000001,6350.620000000001,2678.855,233,VIP
CUST-0576,2025-03-18,3,3884.68,808.0799999999999,1294.8933333333332,289,Medium Value
CUST-0577,2025-11-06,7,7722.06,2440.57,1103.1514285714286,56,High Value
CUST-0578,2025-01-15,4,2070.52,834.91,517.63,351,Low Value
CUST-0579,2025-05-26,6,3170.72,1087.23,528.4533333333333,220,Medium Value
CUST-0580,2025-10-13,8,8464.03,3052.34,1058.00375,80,High Value
CUST-0581,2025-06-17,6,3308.36,1093.49,551.3933333333333,198,Medium Value
CUST-0582,2025-09-05,10,9951.33,2246.66,995.133,118,VIP
CUST-0583,2025-10-20,6,2766.5299999999997,789.3399999999999,461.0883333333333,73,Low Value
CUST-0584,2025-12-16,3,666.1700000000001,184.42000000000002,222.0566666666667,16,Low Value
CUST-0585,2025-07-04,8,14719.98,4875.48,1839.9975,181,VIP
CUST-0586,2025-12-15,9,17704.04,5075.66,1967.1155555555556,17,VIP
CUST-0587,2024-05-12,2,1849.1799999999998,487.68999999999994,924.5899999999999,599,Low Value
CUST-0588,2025-10-29,9,10245.650000000001,3492.2000000000003,1138.4055555555558,64,VIP
CUST-0589,2025-10-19,4,1406.58,375.71000000000004,351.645,74,Low Value
CUST-0590,2025-08-13,5,6754.679999999999,1999.77,1350.936,141,High Value
CUST-0592,2024-08-05,2,1363.3,487.59999999999997,681.65,514,Low Value
CUST-0593,2025-10-15,4,7937.75,2527.78,1984.4375,78,High Value
CUST-0594,2024-08-06,3,6982.58,2373.8,2327.5266666666666,513,High Value
CUST-0595,2025-01-16,3,5587.59,2088.31,1862.53,350,High Value
CUST-0596,2025-12-12,6,8658.529999999999,2040.1000000000001,1443.0883333333331,20,High Value
CUST-0597,2025-09-04,8,14326.33,4373.07,1790.79125,119,VIP
CUST-0598,2025-12-23,6,4925.860000000001,1677.49,820.9766666666668,9,Medium Value
CUST-0599,2025-10-22,8,11043.98,3929.8,1380.4975,71,VIP
CUST-0600,2025-05-07,4,465.24,101.12,116.31,239,Low Value
CUST-0601,2025-12-11,4,5846.87,2303.71,1461.7175,21,High Value
CUST-0602,2025-09-14,7,13771.039999999999,4598.34,1967.2914285714285,109,VIP
CUST-0603,2025-12-27,5,11903.43,2712.91,2380.686,5,VIP
CUST-0604,2025-10-11,8,6124.320000000001,1839.18,765.5400000000001,82,High Value
CUST-0605,2025-08-18,3,1038.19,304.57,346.06333333333333,136,Low Value
CUST-0607,2024-08-29,4,9891.29,2466.18,2472.8225,490,VIP
CUST-0608,2025-12-14,9,11286.58,3738.29,1254.0644444444445,18,VIP
CUST-0609,2025-02-18,4,1938.8500000000001,672.25,484.71250000000003,317,Low Value
CUST-0610,2025-11-23,10,7045.5,2362.7099999999996,704.55,39,High Value
CUST-0611,2025-12-20,2,1664.0600000000002,599.24,832.0300000000001,12,Low Value
CUST-0612,2025-12-10,5,3737.4399999999996,1328.04,747.4879999999999,22,Medium Value
CUST-0613,2025-08-27,4,3505.08,848.15,876.27,127,Medium Value
CUST-0614,2025-04-24,2,367.39,103.71000000000001,183.695,252,Low Value
CUST-0615,2024-11-10,6,11020.09,3024.29,1836.6816666666666,417,VIP
CUST-0616,2025-08-28,6,5397.129999999999,1332.02,899.5216666666665,126,Medium Value
CUST-0617,2025-08-10,6,15836.81,4724.26,2639.4683333333332,144,VIP
CUST-0618,2025-11-25,9,9237.9,2815.69,1026.4333333333334,37,VIP
CUST-0619,2025-11-16,6,23784.15,6380.56,3964.025,46,VIP
CUST-0620,2025-12-05,8,4828.7,1195.2,603.5875,27,Medium Value
CUST-0621,2025-07-18,2,1350.22,553.41,675.11,167,Low Value
CUST-0622,2025-10-05,4,7074.07,1990.1799999999998,1768.5175,88,High Value
CUST-0623,2025-12-17,10,15516.12,4686.77,1551.612,15,VIP
CUST-0624,2025-11-19,6,9744.75,2776.08,1624.125,43,VIP
CUST-0625,2025-06-03,5,8279.470000000001,2698.06,1655.8940000000002,212,High Value
CUST-0626,2025-08-29,2,3047.3,768.8100000000001,1523.65,125,Medium Value
CUST-0627,2025-11-28,4,6197.219999999999,1841.01,1549.3049999999998,34,High Value
CUST-0628,2025-02-12,6,6728.400000000001,2317.5299999999997,1121.4,323,High Value
CUST-0629,2025-08-05,4,6690.74,1998.52,1672.685,149,High Value
CUST-0630,2025-05-11,4,1196.5900000000001,414.87,299.14750000000004,235,Low Value
CUST-0631,2025-07-23,6,16102.27,5039.37,2683.7116666666666,162,VIP
CUST-0632,2025-03-19,6,2872.27,904.12,478.71166666666664,288,Low Value
CUST-0633,2025-09-24,5,1590.61,418.02,318.12199999999996,99,Low Value
CUST-0634,2025-05-20,6,11351.95,3061.66,1891.9916666666668,226,VIP
CUST-0635,2025-12-13,7,6225.51,1707.87,889.3585714285715,19,High Value
CUST-0636,2025-08-24,3,7192.879999999999,1852.05,2397.6266666666666,130,High Value
CUST-0637,2024-12-11,5,6670.67,2320.56,1334.134,386,High Value
CUST-0638,2025-04-08,6,10305.08,3202.39,1717.5133333333333,268,VIP
CUST-0639,2025-11-10,4,3919.88,1333.5,979.97,52,Medium Value
CUST-0640,2025-07-27,3,7508.3,1588.01,2502.766666666667,158,High Value
CUST-0641,2024-06-08,3,1976.99,575.19,658.9966666666667,572,Low Value
CUST-0642,2025-11-12,5,10925.710000000001,4056.21,2185.1420000000003,50,VIP
CUST-0643,2025-12-13,5,2195.15,904.3699999999999,439.03000000000003,19,Low Value
CUST-0644,2025-06-28,7,4853.759999999999,1638.36,693.3942857142856,187,Medium Value
CUST-0645,2025-06-24,3,3158.3,1220.1299999999999,1052.7666666666667,191,Medium Value
CUST-0646,2025-06-29,6,8910.05,3014.17,1485.0083333333332,186,VIP
CUST-0647,2025-11-22,3,7021.92,2825.08,2340.64,40,High Value
CUST-0648,2025-10-24,3,4964.91,1481.0900000000001,1654.97,69,Medium Value
CUST-0649,2024-07-13,4,4518.87,1379.4,1129.7175,537,Medium Value
CUST-0650,2025-09-27,6,2528.31,942.81,421.385,96,Low Value
CUST-0651,2025-06-16,4,7787.35,2483.13,1946.8375,199,High Value
CUST-0652,2024-04-29,3,2536.79,1017.56,845.5966666666667,612,Low Value
CUST-0653,2025-06-23,7,4370.78,1487.3700000000001,624.3971428571429,192,Medium Value
CUST-0654,2025-10-28,3,1486.16,587.17,495.3866666666667,65,Low Value
CUST-0655,2024-07-17,2,6218.46,2256.51,3109.23,533,High Value
CUST-0656,2025-11-14,5,10307.630000000001,3098.12,2061.5260000000003,48,VIP
CUST-0657,2025-08-09,6,6609.08,1940.44,1101.5133333333333,145,High Value
CUST-0658,2024-11-02,2,594.15,220.43,297.075,425,Low Value
CUST-0659,2025-07-27,3,7206.000000000001,1999.07,2402.0000000000005,158,High Value
CUST-0660,2025-08-24,5,16393.49,3514.05,3278.6980000000003,130,VIP
CUST-0661,2025-11-26,10,9883.51,2688.85,988.351,36,VIP
CUST-0662,2025-04-10,3,1389.45,510.09,463.15000000000003,266,Low Value
CUST-0663,2025-08-11,6,10425.150000000001,3420.69,1737.5250000000003,143,VIP
CUST-0664,2025-10-14,7,13389.210000000001,4043.21,1912.7442857142858,79,VIP
CUST-0665,2025-07-20,7,8623.45,2848.15,1231.9214285714286,165,High Value
CUST-0666,2025-05-07,3,2541.2799999999997,892.3,847.0933333333332,239,Low Value
CUST-0667,2025-11-22,6,11590.66,3606.31,1931.7766666666666,40,VIP
CUST-0668,2025-06-06,4,4284.01,1633.48,1071.0025,209,Medium Value
CUST-0669,2024-09-16,10,10267.45,3179.34,1026.7450000000001,472,VIP
CUST-0670,2025-12-19,8,2569.71,813.5,321.21375,13,Low Value
CUST-0671,2025-05-05,8,10734.93,3035.49,1341.86625,241,VIP
CUST-0672,2025-08-15,1,202.29,68.92,202.29,139,Low Value
CUST-0673,2025-10-09,5,5931.9400000000005,2007.8,1186.3880000000001,84,High Value
CUST-0674,2024-02-29,3,5088.97,1870.5,1696.3233333333335,672,Medium Value
CUST-0675,2025-10-04,6,3677.81,1087.17,612.9683333333334,89,Medium Value
CUST-0676,2025-09-28,5,2821.97,1180.65,564.394,95,Low Value
CUST-0677,2025-09-10,2,7677.4400000000005,1435.74,3838.7200000000003,113,High Value
CUST-0678,2025-05-12,6,13797.539999999999,4074.4300000000003,2299.5899999999997,234,VIP
CUST-0679,2025-01-27,5,21165.07,8329.11,4233.014,339,VIP
CUST-0680,2024-04-12,1,495.08,138.77,495.08,629,Low Value
CUST-0681,2025-07-04,6,14903.29,3708.52,2483.8816666666667,181,VIP
CUST-0682,2025-12-19,7,14785.880000000001,5462.42,2112.2685714285717,13,VIP
CUST-0683,2025-08-31,4,1701.49,706.3199999999999,425.3725,123,Low Value
CUST-0684,2025-11-01,4,1395.9,492.98,348.975,61,Low Value
CUST-0685,2025-02-14,8,7264.36,1737.94,908.045,321,High Value
CUST-0686,2024-10-14,7,22574.420000000002,9147.52,3224.917142857143,444,VIP
CUST-0687,2024-09-14,6,8138.92,2170.01,1356.4866666666667,474,High Value
CUST-0688,2025-08-30,8,17457.16,5309.46,2182.145,124,VIP
CUST-0689,2025-02-28,4,6899.25,2793.7599999999998,1724.8125,307,High Value
